	SLC10A1	CNDP1	ADH1C	NDST4	PLPPR4	HPGD	RDH16	ADCY8	CYP1A2	PNLIPRP2	IDO2	CPA5	LGSN	PNMT	BBOX1	ALDOB	SRD5A2	SULT4A1	STRA6	UGT1A7	SLC3A1	CA4	SLC22A1	HS6ST2	CYP1A1	GLS2	MOGAT2	PLPPR5	GLYAT	CYP2C19	HAO2	CYP11B1	CA7	ACADL	CPA6	SLC6A2	CYP2C8	CYP2A13	HS3ST4	ATP1A2	SLC7A3	SLC1A1	UGT1A3	TDO2	AKR1D1	VNN1	CPA2	NNMT	DPEP1	UGT1A4	GCK	CPA1	CYP2B6	CYP2A6	HS3ST5	CYP3A4	HSD11B1	SDS	CYP2A7	PLA2G2E	ASPG	XDH	RBP2	SLC22A12	UGT1A9	TAT
PFKFB1	1.1315789688222996e-06	1.6337467597599773e-06	2.327802884956687e-06	5.0415991234250436e-08	6.216147624539966e-07	8.802939655957218e-08	4.370440624702208e-07	2.4069555728720426e-07	4.7490482632399376e-08	9.985056955531445e-08	1.7211338737740082e-06	2.353507958045577e-06	2.431112254971531e-05	8.347635892493806e-08	4.161728991479083e-07	0.0006004903746977	5.260703893847875e-08	5.389894527653057e-08	2.843746710140701e-07	4.14115096415941e-08	2.1731889774236304e-05	2.2897952881545414e-07	2.2538787782870946e-07	5.389894527653057e-08	4.749048263239921e-08	2.431112254971531e-05	1.6504546077993545e-07	6.297571504693884e-08	6.520918425527304e-07	4.735364491968253e-08	1.8561943202787611e-06	1.1879199387028625e-07	2.2897952881545414e-07	6.942362306516704e-08	2.353507958045577e-06	1.2074847057889612e-06	5.1368004634929824e-08	4.3497058065810596e-08	5.389894527653057e-08	1.3686810927558894e-06	1.56411314571911e-06	1.087910870951044e-05	6.957209282283857e-08	1.7211338737740082e-06	9.470438642696008e-08	2.8806452548922426e-07	2.353507958045577e-06	3.9603415181137493e-07	1.7536644774882948e-06	4.46027154691855e-08	0.0022956339268545	2.353507958045577e-06	4.3497058065810596e-08	4.3313418233149154e-08	5.389894527653057e-08	5.627451757970114e-08	2.5023728721260544e-08	1.5926961332462474e-06	4.3497058065810596e-08	8.287750478164376e-08	3.208987529175671e-06	9.817151350072311e-07	2.843746710140701e-07	1.8145301974664385e-06	4.686181123573792e-08	1.9289538618677763e-05
ADCY6	1.034970106982948e-05	1.14636993403801e-06	1.0375898936587131e-05	3.891679361792231e-07	3.810096619299326e-08	4.052736153627994e-06	9.96669815397122e-07	0.0096033323564686	6.980086781325681e-07	2.5169822372815923e-08	1.6981449844658507e-07	1.5423988998922548e-07	1.0156041608193245e-06	5.502019173750181e-07	6.037751125024447e-07	6.14547262586233e-07	1.3158961009734393e-06	4.292384299070632e-07	1.098932285296473e-06	1.660905073547015e-06	3.003493593373252e-07	1.403860130399218e-06	1.5540809535215247e-05	4.292384299070632e-07	6.980086781325681e-07	1.0156041608193228e-06	3.0961118162658853e-08	6.987160301073429e-07	7.800449843377806e-07	7.108182532512752e-07	8.344944127947946e-07	2.098632878825071e-06	1.403860130399218e-06	1.308971459478634e-07	1.5423988998922548e-07	4.545283214075892e-07	7.863590302836317e-07	7.134470240487143e-07	4.292384299070632e-07	2.395864871022748e-07	2.776301758245059e-07	6.261942064422966e-07	1.1661655707068307e-05	1.6981449844658507e-07	3.615213903524207e-05	1.6576555231427513e-07	1.5423988998922548e-07	4.4513675955183627e-07	1.4460453112440367e-06	1.806643311186459e-06	2.6425899761809525e-06	1.5423988998922548e-07	7.134470240487143e-07	7.815996543556424e-07	4.292384299070632e-07	9.890947672510905e-06	4.501108041558349e-07	7.271756022213709e-07	7.134470240487143e-07	3.820883478255528e-07	5.068793404719764e-07	6.677476515415542e-05	1.098932285296473e-06	2.4097462840165303e-05	9.658741069393312e-07	9.105715131272852e-07
FAXDC2	4.975863397556049e-07	5.61356522979988e-08	1.956935990413264e-06	4.341733781991533e-07	2.0439433908838732e-08	2.8992773471405973e-06	5.574777136446706e-07	1.8576651249602097e-08	2.1971017629643568e-05	2.8806879472243383e-08	5.888754073315592e-07	1.2089598100725646e-08	1.5861906475010296e-08	3.268187266394181e-07	1.6858488639931498e-07	5.418761017271189e-08	8.255388769997585e-06	4.765891958343147e-07	6.171888566443649e-07	1.3188371525476204e-06	2.5615902567973193e-08	1.2753657394299164e-07	5.338766649444509e-07	4.765891958343147e-07	2.1971017629643568e-05	1.5861906475010296e-08	4.060639308943582e-08	6.668530850668854e-10	8.822107912407197e-07	2.5252353159884827e-06	1.1907014301993013e-07	5.63952890014387e-06	1.2753657394299164e-07	6.663593052055936e-07	1.2089598100725646e-08	9.798204424574634e-08	1.2961775085320933e-05	2.2510634118007608e-05	4.765891958343147e-07	3.063641491744011e-08	2.5936136934311796e-08	2.5028027224299042e-08	1.2120669243054967e-06	5.888754073315592e-07	6.870616555511633e-06	4.2572151674910554e-09	1.2089598100725646e-08	3.0790167899355344e-07	7.389265268114977e-08	1.4213342338325193e-06	3.4886491577848086e-09	1.2089598100725646e-08	2.2510634118007608e-05	2.1304763265165784e-05	4.765891958343147e-07	1.1637226741269522e-05	1.109343594910043e-06	1.755123267696899e-07	2.2510634118007608e-05	4.814186935681809e-08	1.0388794941004372e-08	3.267989049901039e-08	6.171888566443649e-07	1.238353803144266e-07	9.160920025552684e-07	4.141750484687972e-08
TPH2	1.4271069456608914e-05	6.889214128315234e-05	3.821844401606656e-06	1.560825214945188e-06	1.943348689975443e-07	9.448337731973456e-06	4.902652395021026e-07	1.3279284216459798e-07	3.962415210839875e-05	4.107551054602165e-08	0.0134340540340899	9.659320794390452e-05	3.792043987889666e-05	6.484952353543475e-05	2.46313127343918e-05	1.118877055711154e-06	1.5332127043883277e-06	1.694414179202975e-06	4.70034489624273e-07	2.5427449944701933e-06	2.5773050738664167e-05	1.971281000912642e-06	9.546119594194428e-05	1.694414179202975e-06	3.962415210839875e-05	3.792043987889666e-05	1.2391094660928916e-07	7.32733245822553e-08	3.0493102625174845e-05	2.6726351165426475e-05	2.67070354280967e-06	1.817409564917181e-07	1.971281000912642e-06	7.597872103104628e-07	9.659320794390452e-05	5.53383886998177e-05	2.210603118228806e-06	1.4428204938938718e-06	1.694414179202975e-06	1.9656803907458427e-05	6.077507071318992e-05	1.5602576699373058e-05	2.1803972824940493e-06	0.0134340540340899	5.733618824238771e-07	1.142556230220864e-06	9.659320794390452e-05	3.6795794798731513e-06	4.407192981884612e-05	2.3297261658840244e-06	4.444216983097136e-06	9.659320794390452e-05	1.4428204938938718e-06	1.399366571261479e-06	1.694414179202975e-06	2.0805070533546903e-06	1.2244278843196936e-07	5.881239319111109e-05	1.4428204938938718e-06	7.705286818195873e-07	7.469092504745695e-05	1.9102712559339717e-05	4.70034489624273e-07	4.231280336637733e-06	3.146874505026392e-06	0.0001163059906905
SLC22A12	4.303130313720354e-05	8.02499921300973e-05	0.0001712079744366	9.706848827094209e-07	2.71258189093653e-07	1.3156368583144228e-05	8.129626009080236e-05	2.9261204908916346e-05	3.1135983530041822e-06	4.552771332833419e-07	4.907937885811756e-06	5.8994345687367686e-06	2.64040884157456e-05	5.542785604090509e-06	6.018939052123403e-05	0.0003993093685364	4.60045164168454e-06	1.054528693036291e-06	2.6946824686493163e-05	4.182122816733614e-06	7.220356423397868e-06	5.902476438286883e-06	2.292086115242311e-05	1.054528693036291e-06	3.1135983530041822e-06	2.64040884157456e-05	6.834478922310516e-07	3.873178925875036e-08	1.9421233193768368e-05	2.7441159244908614e-06	0.000740781880698	1.0165317586828394e-05	5.902476438286883e-06	1.909604846551733e-06	5.8994345687367686e-06	2.096843267011496e-05	7.223005728708083e-06	3.169397413142467e-06	1.054528693036291e-06	7.096892097567368e-06	1.1649548228691027e-05	1.5394548447747577e-05	1.4264254977267216e-05	4.907937885811756e-06	1.0181616854269715e-05	6.478584127584212e-07	5.8994345687367686e-06	2.4639898275759427e-06	7.994825979265975e-06	1.6391185397536125e-05	2.9776241029038837e-06	5.8994345687367686e-06	3.169397413142467e-06	3.466084957353957e-06	1.054528693036291e-06	1.1006165524414314e-05	1.9671853509538933e-06	0.0002337195144848	3.169397413142467e-06	1.3012463412063044e-06	6.065288458802895e-06	0.0164028857845666	2.6946824686493163e-05	0.7012490398918968	9.433209698035016e-06	8.074722714284292e-05
NDUFA9	1.164871291250537e-06	1.5851221296306025e-06	8.84779722732385e-07	1.2765689094189965e-07	1.8133537181024816e-06	4.0546760730626747e-07	1.8747485222326298e-07	4.601256879541422e-08	2.597772671327285e-06	2.827357543821153e-07	8.724792669103224e-07	7.953499576483838e-07	6.835295002679685e-07	1.4649247587151805e-05	7.686645465270809e-06	2.3200412758754698e-05	8.287202236093616e-07	1.390233398788738e-07	1.6883780305457578e-07	2.0429107627353807e-06	4.288276523135919e-06	6.747618815244263e-07	2.3428370454878866e-06	1.390233398788738e-07	2.59777267132729e-06	6.835295002679685e-07	1.1443252288080095e-06	1.6325436706416332e-08	4.2831593762340135e-05	9.035882061064652e-06	2.604423345688358e-06	2.220582438293943e-07	6.747618815244263e-07	0.0017125674254601	7.953499576483838e-07	5.414891477654181e-07	1.130487053561608e-05	2.596039153514649e-06	1.390233398788738e-07	4.6932685446483014e-07	7.699654753343662e-07	6.383884750504804e-07	2.476004308697386e-06	8.724792669103224e-07	5.412368191084348e-07	1.7342077784537135e-06	7.953499576483838e-07	1.7231902696456414e-05	1.5635236783329215e-06	1.973222653878834e-06	3.241541735886485e-07	7.953499576483838e-07	2.596039153514649e-06	2.561191084918056e-06	1.390233398788738e-07	1.0392439109696292e-05	8.262083811901188e-08	3.3182204495283125e-06	2.596039153514649e-06	4.711095840739872e-07	1.604123023578124e-06	4.491703712836368e-07	1.6883780305457578e-07	3.7995444041525328e-06	1.004630783777689e-05	6.474444080339387e-07
IL4I1	2.669417671295823e-05	7.237427002344242e-05	5.990473036513713e-06	1.3596634871534763e-06	4.6998331344641117e-07	6.294990071678683e-06	8.047932646732796e-07	3.7483733345132393e-07	2.659588391092811e-06	8.603575926275039e-08	0.0003285523812679	0.0001902818565341	0.0001025432751489	6.367059624135692e-05	5.315135455127853e-05	2.352635564756109e-06	1.3639635035492516e-06	1.4693488660804316e-06	7.366165973171312e-07	3.580238485450713e-06	4.9605844480810256e-05	3.3342798135425203e-06	3.883877462922967e-05	1.4693488660804316e-06	2.659588391092811e-06	0.0001025432751489	2.443796480611704e-07	6.10088735617967e-08	4.218832037945525e-05	3.122763359792074e-05	5.651814626624381e-06	3.035736406415796e-07	3.3342798135425203e-06	1.467711627517909e-06	0.0001902818565341	5.976766811709131e-05	2.7182382451772097e-05	1.510438454747038e-06	1.4693488660804316e-06	3.6611922210913685e-05	9.805290541675064e-05	4.457917875735689e-05	3.622727705210573e-06	0.0003285523812679	8.778368985857341e-07	2.1855571003259604e-06	0.0001902818565341	6.949447981049512e-05	8.839851544837822e-05	3.905826003082281e-06	7.624717223669729e-06	0.0001902818565341	1.510438454747038e-06	1.8443165691319903e-06	1.4693488660804316e-06	2.4442150985772388e-05	1.4316156810201645e-07	0.0001239722006166	1.510438454747038e-06	2.071635403358548e-06	0.0001502297625619	8.778261294502206e-05	7.366165973171312e-07	4.097952018164945e-05	3.765784883371972e-05	0.0023392060444569
NAPRT	4.071606348925981e-06	1.3339003350082405e-06	6.556210690741239e-07	5.3049921407566135e-08	3.306385847513044e-07	2.485963623276434e-07	2.073745143042484e-07	1.2089473970472229e-05	2.505757567789947e-07	5.9096290864603324e-08	1.1594157877677867e-06	1.4869259262925204e-06	1.5238642452447558e-05	2.226218425248346e-06	6.627871169456928e-07	1.1063218224436176e-05	1.0805111384309844e-07	5.7081564362918646e-08	9.86410312793737e-08	4.2538066824259844e-07	3.4880434236033195e-06	3.597923416750715e-07	1.8710354812448925e-06	5.7081564362918646e-08	2.505757567789947e-07	1.5238642452447558e-05	1.477595705106143e-07	1.3710725140034554e-05	1.7755374582584786e-06	1.2202498113431192e-06	1.8433381500020387e-06	7.367387359401345e-08	3.597923416750715e-07	1.3547699024015312e-05	1.4869259262925204e-06	4.931808080479607e-06	1.152758141485494e-06	2.441458142274588e-07	5.7081564362918646e-08	5.287201740327528e-06	4.043688169772463e-06	1.0144329551262811e-05	4.955386293533964e-07	1.1594157877677867e-06	2.653537908414976e-07	3.093803490163754e-05	1.4869259262925204e-06	0.0001205179920215	1.3424745566090945e-06	4.2875541233373364e-07	9.627070649699828e-06	1.4869259262925204e-06	2.441458142274588e-07	2.488787477957312e-07	5.7081564362918646e-08	1.130391192409412e-06	2.1176713968677688e-08	1.5335119197930758e-06	2.441458142274588e-07	1.8159177854882909e-07	5.062247112758791e-06	0.0002582413786489	9.86410312793737e-08	1.6419229994965337e-05	1.5022720806515222e-06	1.22282075352693e-05
PI4KB	6.652538882774948e-07	4.4984582636758093e-07	1.8574153562400189e-06	3.3936957378285663e-06	3.935988534512673e-05	1.399327201459488e-06	3.939902048987392e-06	1.373892591821826e-06	1.2324157963869034e-06	2.2205221902556787e-05	5.203422261394933e-07	5.34800586231122e-07	3.3694519861037057e-07	1.3875431968656802e-06	5.601302225973327e-07	1.754950097103344e-07	4.870087948307514e-07	5.787703245547964e-07	4.512494305404688e-06	5.720910450967072e-06	3.341255301987413e-06	7.66813157168966e-08	2.0359002739643422e-06	5.787703245547964e-07	1.2324157963869056e-06	3.3694519861037057e-07	0.0002951681612922	0.0051566364281017	4.092002118430811e-07	1.3470513366478492e-06	1.568969490920723e-07	3.303698254629346e-07	7.668131571689634e-08	6.368048355998129e-07	5.34800586231122e-07	1.4179050132378677e-06	1.2518011543252918e-06	1.256372109145715e-06	5.787703245547964e-07	6.530608391529743e-07	5.59526615020832e-07	4.734501434180344e-07	4.024236197768036e-06	5.203422261394923e-07	3.1017459996433694e-07	1.5441668947231704e-07	5.34800586231122e-07	1.5958073999466695e-06	4.580395701353108e-07	5.109351063999962e-06	2.4709080225546736e-06	5.34800586231122e-07	1.2563721091457128e-06	1.234166882348419e-06	5.787703245547964e-07	1.202609711894572e-06	2.000624638164634e-07	1.2699652832124991e-05	1.256372109145715e-06	0.0003151753341305	5.226894488267203e-07	3.4644146799977424e-06	4.512494305404688e-06	1.817428876187844e-07	3.248719630713124e-06	2.771675831569174e-07
MVK	2.739844683143444e-07	3.125022513300621e-07	5.470966845020358e-07	1.7348212229587323e-08	1.0483189511185657e-08	8.55492066590527e-08	2.543631836086819e-07	1.2347875822759894e-08	3.919490484144486e-07	9.57077218518076e-09	5.702089584937343e-07	5.550378284179743e-08	1.8299078609869598e-07	1.4949891658419965e-07	3.15053177192586e-07	1.1732578285954643e-06	4.6460931581724283e-07	1.4571941938824049e-08	9.556096239069328e-08	7.836107187511818e-07	1.3541851407529825e-07	1.8223388146398155e-07	7.865380162618905e-08	1.4571941938824049e-08	3.919490484144486e-07	1.8299078609869598e-07	2.995776871892709e-08	5.04047817188896e-10	1.0016442164776488e-06	4.259544332002855e-07	2.2420161082233595e-06	4.689272513387219e-07	1.8223388146398155e-07	2.413709410271675e-07	5.550378284179743e-08	8.75815549775297e-08	4.496078906129431e-06	3.99346244117085e-07	1.4571941938824049e-08	8.605190388152189e-08	1.7627744987381565e-07	1.2988776629929904e-07	9.388767922302196e-06	5.702089584937343e-07	3.89927867087713e-07	2.629040555605785e-07	5.550378284179743e-08	1.6398233035333018e-07	1.1266863507773605e-07	1.2065637641515942e-05	1.2305235081055657e-08	5.550378284179743e-08	3.99346244117085e-07	4.619713038896535e-07	1.4571941938824049e-08	4.0196871999404375e-06	8.879887802118634e-08	1.2997638150421016e-05	3.99346244117085e-07	4.5767690588312825e-08	1.5241278343946977e-07	5.275990440005114e-07	9.556096239069328e-08	2.0529042070389835e-05	6.108025104084948e-06	6.81603163756453e-06
CYP4F12	0.0001071897364825	1.4712083130564783e-05	0.0030996856245782	7.666264034666e-05	1.0655601276796118e-05	0.0004608826351419	0.0003866405616556	3.539528061488025e-06	0.003460979739089	2.3990650933990048e-05	7.204566459873543e-06	2.6543137150908807e-06	3.331310762956978e-06	6.054758529118181e-05	2.1383682717545835e-05	2.1542072610143838e-05	0.0051883231103366	8.513053325231433e-05	0.0004309032077074	0.0001344542918579	1.011056992330294e-05	3.185548222606291e-05	8.997983426719454e-05	8.513053325231433e-05	0.003460979739089	3.331310762956978e-06	2.097959361384475e-05	2.739163596194177e-07	4.758321813894758e-05	0.002125300302408	2.526885673961744e-05	8.369754019594807e-05	3.185548222606291e-05	6.67708553937543e-05	2.6543137150908807e-06	2.531308702275873e-05	0.001958247418668	0.0035461093681883	8.513053325231433e-05	1.534396170882812e-05	1.2186382464381736e-05	1.0928139268011915e-05	0.0001847802182549	7.204566459873543e-06	0.0005063998717208	7.988753141895614e-07	2.6543137150908807e-06	5.812575223973271e-05	3.498887774004871e-05	0.0001517024778902	1.6195252443236208e-06	2.6543137150908807e-06	0.0035461093681883	0.0033417142277936	8.513053325231433e-05	0.0017618412025363	2.97713891557578e-05	1.6243997012813312e-05	0.0035461093681883	3.268363836334583e-05	2.4521176694238966e-06	1.0228697280521662e-05	0.0004309032077074	2.5087588839158303e-05	0.0001208662022969	4.779753300631692e-06
SPHK1	9.612106971694476e-07	5.527805808195312e-07	1.662662635361982e-06	6.153197251405216e-07	0.0003535105772311	1.06559589891608e-06	1.999230379783989e-06	4.074164286014903e-07	8.091663045848626e-06	0.0002287382760114	2.294891404940688e-07	2.6440979237684264e-07	2.1516119978999334e-07	5.381411654058141e-07	3.766923720441262e-07	4.1967417218430674e-07	2.166106167237477e-06	6.522287680878459e-07	2.2802788369215146e-06	2.0552858629394838e-05	5.0585558845351095e-06	3.292467209134584e-07	6.737974657647665e-07	6.522287680878459e-07	8.091663045848626e-06	2.1516119978999334e-07	6.016723775728845e-05	4.7433413838423855e-05	1.0445901564082055e-06	5.504711127497115e-06	2.989460196092191e-07	2.3488608009209173e-06	3.292467209134584e-07	2.596498014305892e-06	2.6440979237684264e-07	5.904376136398354e-07	5.0840442181917454e-06	8.28864714579386e-06	6.522287680878459e-07	4.989659263083494e-07	4.21722726270493e-07	3.7902938863978164e-07	1.4710659706153729e-05	2.294891404940684e-07	1.8221783211789644e-06	6.908740295710929e-08	2.6440979237684264e-07	5.199064364079726e-07	6.934293079659273e-07	1.8449846572667612e-05	8.812484594826733e-06	2.644097923768431e-07	8.288647145793846e-06	8.154013141336606e-06	6.522287680878459e-07	4.884564725590818e-06	5.448942533966645e-07	1.7589173078433695e-06	8.288647145793846e-06	3.242710627775333e-05	1.6616447040066338e-07	5.117552791935779e-07	2.2802788369215146e-06	2.359888212428038e-07	9.54355040269543e-06	1.8726418659980533e-07
OCRL	9.37321963956181e-08	5.884545316798722e-08	2.774732654737436e-07	4.0631423112900893e-07	1.2574416186811978e-05	1.9349530606382962e-07	5.693673432760777e-07	1.1126788912743533e-07	4.400760009645709e-07	1.3335024190486628e-05	6.61249457898638e-08	6.832388041540097e-08	4.2384500036779135e-08	1.8322349864505866e-07	1.8020782949948144e-07	4.7257356500096675e-08	1.1983388964589066e-07	7.526949215818996e-08	6.519486667658442e-07	6.987777800815239e-07	4.437804601191858e-07	1.3259244982510085e-08	2.781371490208625e-07	7.526949215818996e-08	4.400760009645701e-07	4.2384500036779135e-08	0.0002542989134807	0.0004073594954144	7.290543335400311e-08	3.546548143398338e-07	2.2413596798886885e-08	9.084279969679557e-08	1.3259244982510085e-08	1.2209641699721285e-07	6.832388041540097e-08	1.7505932502821506e-07	3.242656841214673e-07	4.500805850281335e-07	7.526949215818996e-08	8.80115431064289e-08	7.469730075874903e-08	6.278347404954064e-08	5.022055159618391e-07	6.61249457898638e-08	7.21766259513299e-08	1.585226680351651e-08	6.832388041540097e-08	1.9891224948645584e-07	6.074590173108023e-08	6.273001322812661e-07	1.1112032166948892e-06	6.832388041540097e-08	4.500805850281335e-07	4.344252779885944e-07	7.526949215818996e-08	3.01380851904222e-07	3.706755153404785e-08	1.5912226669898134e-06	4.500805850281335e-07	4.357473094118471e-05	6.422982437812237e-08	2.835734704088364e-07	6.519486667658442e-07	3.126376986017497e-08	4.080865932358334e-07	3.4913597081192765e-08
