,t-statistic,p-value,effect size
15741,2.5876019689764185,0.01200102665036726,0.4785752150757352
8325,2.5081381409230374,0.014035937554639695,0.4786638020026293
7536,2.595508345012975,0.011837499578282961,0.4786815072343841
16297,2.6078161262754076,0.011602992864850172,0.47876497702532644
237,2.566946742822389,0.012435616294099434,0.4787927899076033
9348,2.4778474165092215,0.015051859986436648,0.47895048293872994
4889,2.523487289960272,0.013561147808511472,0.4789653072453253
12671,2.5132220400462124,0.013867281789503642,0.4790071467902395
7881,2.609230374679754,0.011558726539983431,0.47903232098274057
19276,2.5144103273646166,0.01382829547763551,0.47908627723885405
16506,2.605673095014228,0.011618022360770473,0.47910033795197854
19021,2.471813706188161,0.015271126127886676,0.4791046007432767
4695,2.597944580783266,0.011762427378654699,0.47910464298664734
8401,2.489279913301494,0.014644381165167747,0.4791199930741517
9542,2.6108554454254986,0.011522326561792398,0.47913912052028296
16558,2.5187439097170974,0.01369288010324409,0.47921150875712054
16471,2.590021432834242,0.011908759052391015,0.4792594201981752
6816,2.50465604820494,0.01412849589918438,0.479275642713204
8129,2.4915655020668943,0.014561981000836782,0.47929713464862433
7781,2.5851528023063497,0.012005055764934113,0.4793228135523866
18328,2.4767398139818133,0.015085614011038442,0.4793355013030452
4892,2.621716225656429,0.011319801554952286,0.4793787953834277
11018,2.6105664016661776,0.011501316341772625,0.47950750887268406
16456,2.493355801582535,0.014495891724620003,0.47952101618596826
7793,2.5293368515120096,0.013371457041599845,0.47952784750247257
8787,2.613092196523705,0.011455232108293332,0.47952808504010036
2039,2.5936849956899692,0.011817485786928891,0.4795402651715738
3813,2.599634295438152,0.011696399368889186,0.4796139405336632
16876,2.5260702161405804,0.013462112687546284,0.4796241818484498
10107,2.627680219006445,0.011202085370474553,0.4796612267053349
3217,2.6147171806338214,0.011416283345600608,0.4796763813601044
17958,2.532257781036619,0.01328104606098152,0.47972575173994275
6449,2.5422931994819216,0.013002523745623298,0.4797825106717756
7941,2.57182590024969,0.012266874222401187,0.47984211091467394
13531,2.632977659025094,0.011087869548353998,0.4800683448070543
8564,2.6292558588601027,0.011141264443856633,0.48013003229397916
12210,2.525842245578787,0.013450404355357014,0.48014867246466875
16170,2.5732110564916266,0.012218638163317792,0.4801533591395033
4074,2.6046709132982864,0.011561833030409396,0.4802050785191297
19355,2.621874191855032,0.011255018147700151,0.4802184317454976
9843,2.6364292829164704,0.011020009946214809,0.4802637380474465
10553,2.6162783822424642,0.01133922133189636,0.48038085142626336
2845,2.5636666633869836,0.012428634590715618,0.48042791504796734
15778,2.600684895484278,0.011622404267349984,0.48044656931394847
11915,2.567112276688229,0.012345243577993695,0.48044674673232285
12696,2.6289986930680818,0.01111932713656639,0.48047498034065195
13158,2.587315834962655,0.011884532989319487,0.4805928228020367
11226,2.5675296208264258,0.012322495818989804,0.48070479418405687
18438,2.609919361174354,0.011428690799328511,0.4807419531132708
1945,2.5853469489036973,0.01191360541263685,0.4808188982458647
15457,2.484805905673544,0.014769296348219083,0.4808225313675783
917,2.5991878374300086,0.01162206564103575,0.4809212747603665
15580,2.5635049251347963,0.012408400148988027,0.48093121224771257
7067,2.581708492059046,0.01198094051590066,0.481032890142848
12865,2.6383975299147515,0.010924129065674222,0.4811147184548503
13135,2.522251105297301,0.013524024071465673,0.48118368685008767
16009,2.635258336100029,0.010966564858464112,0.48119219214990927
17450,2.468472654203163,0.015372757820724487,0.48128168167261137
16652,2.5727098528116166,0.012168402030045104,0.4813522530595941
7995,2.636883429980873,0.010926856505011977,0.4813843971779211
16991,2.6214822286183845,0.011178848854372682,0.48138655493070914
10181,2.523240790190111,0.013486142499171582,0.4814474029476831
13762,2.6433408880605107,0.010822496724702731,0.4814715423919619
13933,2.608374420698909,0.011409252630753285,0.4814846098703548
8230,2.5739546071210326,0.012130816236564132,0.4815250504648552
14060,2.522602195184652,0.01349515462194095,0.48179969232193304
12219,2.6306385277741713,0.010993762288810837,0.481828435389616
14025,2.5379321075702443,0.013043615512372637,0.4818459472390957
3241,2.5748207017311615,0.012091404133837571,0.4819146472898767
2083,2.565953684347133,0.01230289127710924,0.4819155370135108
16403,2.4891053283099627,0.014598052505818969,0.4819401282279068
2751,2.5750568348542417,0.012084409116163423,0.4819452199561392
4325,2.6308930363525462,0.010980646105179822,0.481953929346465
10999,2.5975740973697743,0.011592459349185966,0.48195989784743415
7924,2.529532789292017,0.013278416307089922,0.48209165339081267
14597,2.647331694099434,0.010712404885575458,0.48213652964077847
6186,2.5262980696498123,0.01337083365008414,0.48222699030442695
10188,2.554727147527208,0.012572994043408652,0.4822281418970645
1107,2.6455257179942917,0.010731615519095251,0.4822327113870711
6656,2.6434730712153467,0.010759666997105061,0.48226789655444324
12400,2.5524552182498916,0.012629181781510023,0.4823147573297521
15037,2.598474617074113,0.011551968211302076,0.48234391688657546
18147,2.5354254775549063,0.013097483705966643,0.4823717685183277
15588,2.5435160722421535,0.012868130483974968,0.4823925825579223
12143,2.60948406821581,0.011328847351964376,0.4824351131874767
15274,2.5597904435228447,0.012433968760988087,0.4824352581468268
593,2.5411554779159484,0.012931452068501586,0.4824632170203762
7791,2.6472199266019842,0.010683322939852127,0.482537998471944
5199,2.57606663917309,0.012028880068667489,0.48260551396037443
8904,2.6468742190933634,0.010673612630516324,0.4827344795614274
6189,2.5495843336195674,0.012689159603770681,0.48275187827307
18160,2.552642528763129,0.012602069650014534,0.48288826999523576
16633,2.5452323235959247,0.012801650052408837,0.4829305582430228
3136,2.6184361504677325,0.011129209390710083,0.48295462955216245
10377,2.6377736776572784,0.010798096770972467,0.4829548016914422
5924,2.5904385894911517,0.011681664235993877,0.48306999591006294
