gene_symbol,GSM2388498,GSM2388499,GSM2388500,GSM2388501,GSM2388502,GSM2388503,GSM2388504,GSM2388505,GSM2388506,GSM2388507,GSM2388508,GSM2388509,GSM2388510
SS18L2,0,1.38504,0,0.70329,0,0.24248,0.09203,25.13751,0.35028,33.83351,11.91886,16.70923,1.44276
MPND,0,0.34626,8.86267,0.10047,1.32787,54.31529,15.18527,0.30781,0.52542,1.71206,12.87237,6.51168,4.61682
MGST1,8.96088,98.4536,48.97193,0.70329,1.32787,168.64412,90.4674,10.26021,11.20886,4.97312,167.81758,173.97253,57.99878
CRY1,0.14224,37.16537,1.02262,14.06586,1.0623,0.12124,0.09203,5.84832,27.14645,8.47876,0.31784,9.21465,24.2383
PGLYRP1,0,0,0,0,0,0.12124,0,0,0,0.40763,0,0,0
NFIX,1.13789,11.65746,49.54005,17.58233,15.93444,25.46029,6.44224,9.8498,1.40111,127.67056,82.31961,13.14623,32.60628
ST3GAL1,32.00313,1.03878,188.50216,32.15054,133.31811,85.71632,19.41874,4.20669,12.96024,17.03905,113.94432,108.85569,82.52563
MMP25,0,0,0,0,4.78033,0,0.09203,0.71821,0.17514,0.08153,4.29079,0,0.28855
IL32,1.99131,0.69252,0.22725,80.17541,9.56066,3.87966,945.07598,474.53463,24.86965,217.67587,61.50133,6.38882,16.44742
PKD1,1.70683,0.23084,0.11362,73.84578,28.41641,6.18321,67.73551,78.901,0.17514,23.56117,44.17925,39.68441,55.40182
MAPK8IP2,0.56894,0,0,7.23387,0.26557,0,0,0.2052,2.62708,0.16305,0.15892,0.61431,0.86565
MED24,0.85342,5.77102,10.9079,3.61694,11.95083,82.44285,83.74906,17.13455,7.00554,11.41372,48.1522,105.41556,25.10395
RHOBTB2,0.14224,0,0.11362,37.07359,11.41968,4.72834,0,0,0.52542,6.68518,0.15892,5.77451,30.29787
HEATR5B,1.84907,37.85789,35.67793,3.01411,12.2164,13.94254,0,56.63635,0.17514,44.18739,110.60704,141.29125,28.27801
SEC62,37.4081,149.23857,1.59074,38.17877,0,1.21239,249.31452,28.11297,6.12984,670.71886,45.76843,97.55239,24.8154
RPS20,74.53173,1.61589,33.51907,205.26111,34.25904,2576.58153,279.04084,4102.0312,1273.25619,284.20153,410.80345,15.84919,70.11793
CSDE1,303.24741,142.65961,47.72207,232.89049,80.4689,889.5341,3.03705,431.33915,486.70962,989.81375,2.86053,178.88701,164.76271
UBE3C,8.53417,99.72322,25.79264,1.20565,78.87545,101.59869,14.90917,11.59404,0.35028,22.25675,3.01945,54.55071,59.15299
REV3L,1.70683,10.61868,3.06785,12.25739,9.56066,3.39471,1.38048,40.32262,5.07901,18.66958,7.31024,14.12912,45.30253
TENM1,0,9.81073,0.11362,0,0,0.24248,0,2.05204,0,0.32611,0.63567,278.52805,17.89017
PAX7,0,0,0,0,0,0,0,0,0,0,0,0,0
MASP2,30.723,31.39435,127.59972,0.20094,3.45246,6.91065,177.16148,6.15612,276.71868,85.19524,6.9924,200.14213,0.28855
IYD,17.21057,23.7766,2.49973,0.80376,0,0.96992,0.18406,0,7.18067,1.87511,2.38377,60.81667,0.28855
FAM76A,0.28447,1.84673,0.34087,1.30612,3.18689,6.66817,19.32671,15.69812,3.67791,17.03905,3.97295,25.30956,3.75117
TRAF3IP3,0,10.27242,1.13624,18.6875,0.53115,10.30536,0.09203,39.70701,0,0.48916,1.7481,6.02024,6.05957
POMT2,0,1.1542,0.4545,19.08938,0,54.19405,0.36813,0.82082,0,34.24115,0.95351,7.86317,0
VTA1,0.42671,1.50047,73.9692,14.9701,0,0.12124,0.73626,9.54199,2.80221,12.14745,34.32632,7.37172,11.2535
MLXIPL,0.85342,11.42662,18.86158,0.60282,154.82959,27.15764,464.85332,183.45252,163.40413,148.70441,1877.61808,480.51311,36.646
BAZ1B,81.78577,80.44802,98.73923,59.27756,111.0099,52.4967,84.48532,233.52234,142.03724,15.6531,12.71345,7.49458,76.17751
RANBP9,0.14224,3.23177,0.4545,16.47715,0,56.98256,31.19883,14.7747,0,134.8449,0.15892,1.35148,29.72077
ETV7,0,0.34626,0.11362,0.10047,0,0,1.28845,0.82082,0,0.89679,0,0,1.73131
SPRTN,0,35.43406,11.47602,4.21976,1.85902,10.18412,0,1.12862,12.43483,23.80575,1.11243,0,15.00466
METTL13,50.77829,3.34719,15.90736,0.20094,1.32787,29.21872,0.18406,409.79271,0,0.32611,39.4117,13.14623,11.8306
DYRK4,38.11928,9.69531,7.27193,7.83669,1.0623,34.79573,0.55219,110.19464,0.52542,9.70166,7.46915,0,8.94509
ZNF207,73.2516,8.31027,41.81362,836.51691,57.09839,13.09386,20.70719,131.63847,2.80221,93.18484,1.58918,105.2927,94.35623
UQCRC1,139.96034,44.89853,28.86049,393.04037,0,0.36372,45.27971,17.33975,155.69804,60.49269,5.40322,89.4435,7.21378
STARD3NL,6.82733,2.30841,26.13351,10.75034,8.49837,41.34266,46.3841,161.39307,1.40111,1.38595,6.67456,0,6.63668
CD9,58.17457,18.6981,7.95368,433.22855,2.12459,19.51956,14.63308,6.56653,0.70055,44.8396,23.04313,7.86317,6.34813
HHATL,0,0,0,0,0,0,0,0,0,0.16305,0.15892,0,0
NCAPD2,10.66771,4.5014,1.24986,5.62634,2.92131,58.31619,18.68248,7.38735,0,20.21858,9.85293,172.86677,22.79554
IFFO1,0,0,9.54441,0.60282,2.12459,27.52136,0.09203,9.7472,0.17514,14.51172,16.20965,22.23801,32.60628
GIPR,0.99565,0.23084,0.4545,0,0.79672,0.12124,1.19642,0.30781,0,1.549,0.47675,0.61431,1.73131
PHF7,0,1.61589,0,3.21505,0,0,9.57132,17.54496,0,0.97832,3.17836,0,0.86565
SEMA3G,0,1.26962,0,3.81788,0,0,4.78566,3.18066,0.17514,1.38595,13.82588,0.61431,4.61682
NISCH,5.1205,2.07757,0.34087,754.03067,0,1.57611,25.40082,51.09584,0.17514,85.92898,45.76843,111.31293,55.11327
STAB1,45.65779,42.59013,2.49973,50.53663,0,0.36372,4.50957,188.68523,59.02164,733.08667,1.7481,1.10576,38.3773
FUZ,5.83168,0.69252,0,34.36089,1.32787,4.12214,0,0.30781,0.70055,14.26714,21.77179,0,4.32827
SLC6A13,1.99131,0.34626,0.79537,0.20094,0,0.72744,0,0,0,0,1.27135,0.49145,1.1542
IDS,0,32.54855,0.11362,110.61796,0,75.04724,25.21675,673.89047,9.63261,133.86658,57.21054,186.38159,27.70091
PRSS3,3.84038,0.5771,0.11362,0,0,0,1.56454,0.30781,0,0,0,0,0
ZNF200,0,0.11542,0.22725,7.73622,10.62296,8.85048,14.72511,2.46245,0,0.32611,4.76754,2.70296,3.75117
CD4,1.5646,30.12472,90.67193,12.55881,31.6033,32.2497,14.35698,5.33531,20.14092,17.03905,75.32721,95.46374,50.785
LRRC23,0,0,1.36349,39.88677,0,10.66907,0,1.64163,0.35028,0.48916,0,1.59721,1.1542
BTK,0,6.34812,1.93161,1.708,0,10.66907,0.64422,21.13603,0,10.67998,0.79459,0,4.90537
HFE,4.55156,8.65653,32.15558,0.10047,0.26557,20.61071,5.61395,0.92342,5.07901,10.02776,3.97295,79.86027,8.36798
SCMH1,1.99131,6.8098,2.15886,5.22446,3.45246,34.31077,50.4335,44.11889,23.29341,26.33307,2.54269,3.19441,4.61682
FYN,1.5646,0.23084,19.99782,105.99632,0,1.33363,13.71276,0.82082,4.02818,50.0573,6.35673,20.14936,8.36798
HIVEP2,5.40497,15.35091,151.2335,19.49127,0,0.12124,4.78566,0.1026,0.87569,23.31659,12.87237,1.22862,35.78034
FMO1,0,0,0,0,0.79672,0.36372,0.36813,0.41041,0,0.16305,3.81404,28.99542,1.1542
ELOA,0.99565,92.56716,17.95259,6.43011,12.2164,49.46571,2.3008,102.60208,3.15249,59.18827,22.88422,52.70778,25.3925
LYPLA2,5.54721,2.30841,3.52234,67.51614,3.98361,87.53491,7.08646,1258.20932,8.05637,114.05563,13.82588,42.51024,0.28855
CLCN6,2.56025,9.69531,10.9079,31.54772,2.39017,30.91607,10.85977,67.40957,16.98843,1.549,16.84533,64.62539,46.74529
MRC2,0.14224,6.34812,28.51962,181.55009,13.01312,33.70458,1.74861,18.67358,0.35028,68.23772,17.00424,12.53192,14.42756
NME1-NME2,0,13.38877,113.39672,927.04078,0,13.57882,0.18406,8.61857,0.52542,0,0.63567,12.77764,0.28855
SLC6A7,0,0,0,0,0,0.24248,0,0,0,0,0.15892,0,0
TSPAN9,400.39468,141.15914,19.31607,2.7127,21.24591,22.06559,8.09881,29.652,4.37846,42.23075,1.11243,25.67815,23.66119
BTBD7,0,0.46168,0.22725,19.18985,0.26557,6.42569,8.19084,3.07806,4.5536,24.62102,15.89182,0.12286,0.5771
APBA3,3.41367,0.11542,0,9.64516,3.18689,95.05176,0.18406,13.64608,0.17514,0.32611,2.38377,98.1667,5.77102
MKS1,0.56894,0,3.18147,4.32023,1.32787,21.09567,4.23347,3.48847,0,2.4458,0.31784,65.11684,7.50233
ABHD5,0,10.38784,0.22725,0.10047,0,0.36372,0,0.61561,0.87569,0.48916,4.60863,0,1.73131
ANOS1,0,5.19392,0,0,0,2.06107,0,0.2052,1.75138,18.91416,0,0.12286,2.30841
AKAP8L,0.85342,9.69531,22.61117,13.06116,23.63608,52.37546,34.60401,50.27502,6.8304,50.54646,133.0145,430.99974,28.27801
MBTD1,0.14224,31.62519,61.58419,25.72043,11.68525,30.79483,11.41196,0.30781,4.02818,0.40763,13.03129,67.20549,21.06423
UTP18,20.62424,42.12844,26.13351,3.91835,1.59344,119.05717,0.55219,1.02602,21.54202,0.81527,19.54693,16.34064,4.61682
RNF216,3.69814,35.54948,82.71825,0.90423,35.85248,0,97.92198,14.46689,0.87569,27.06681,0.15892,47.42472,25.68105
TTC19,4.40932,81.25596,1.24986,41.39382,8.23279,3.51595,23.83627,1.74424,6.65526,57.88384,34.962,0.61431,8.94509
PTBP1,250.76228,9.92615,129.98582,23.71102,52.84921,579.76722,180.47463,30.98583,25.21993,3.9948,119.82429,192.52469,70.40648
DPF1,0,0.23084,0.11362,2.41129,0,0,0.09203,0.1026,0,0.89679,0.79459,0,0.86565
SYT7,4.69379,2.07757,123.85013,0,2.12459,1.45487,50.7096,0.2052,9.80775,1.05985,0.15892,15.35774,4.03972
LARS2,81.07459,0.34626,4.31771,0.60282,0,0,0,0,32.57574,32.20298,0.15892,4.42303,6.92523
PIK3C2A,87.04851,521.58477,14.65749,3.91835,31.07215,21.45939,28.34584,0.41041,0.52542,0.89679,64.04402,9.46037,114.55481
PLAUR,0,0.34626,0.34087,6.73152,1.32787,5.09206,29.81835,1.94944,0.70055,44.26891,14.30263,0.49145,9.23364
ANLN,5.68944,0,1.70436,3.51647,10.09181,21.45939,4.04941,14.7747,0,6.52212,0,17.81498,8.94509
WIZ,0.14224,2.07757,39.65476,19.79268,19.91804,38.91787,1.56454,0.41041,1.40111,28.8604,13.82588,186.9959,31.74063
GPR21,4.26708,26.77753,0.11362,3.51647,0,4.97082,32.48727,9.43939,2.45194,18.7511,25.74474,28.01253,105.03262
DCN,143.65848,2.42383,67.71989,950.24945,6.37377,2.54603,5.70598,107.11657,203.33569,1288.527,187.20559,0.86003,25.10395
QPCTL,0,0.11542,0.56812,2.00941,3.45246,17.45849,1.10438,0.30781,0.17514,10.7615,1.43026,42.01879,6.63668
PPP5C,31.71865,2.42383,1.59074,6.53058,13.54427,40.97895,0.09203,1.33383,5.07901,49.89424,1.58918,0.49145,27.98946
CEP68,3.27143,6.34812,0.11362,8.13811,7.96722,1.81859,0.09203,1.64163,0.17514,0.48916,0.47675,14.8663,11.54205
MAP4K3,0,57.01768,5.79482,7.23387,18.85575,1.09116,9.20319,22.77766,9.63261,72.31404,46.24518,6.26596,112.8235
ZBTB32,0,0,0,0,0.53115,1.09116,0.09203,0.30781,0,0,0,0,3.75117
TYROBP,0.56894,0.34626,31.58746,6.02823,1.32787,50.6781,49.97334,8.10556,16.11273,3.26106,3.17836,7.98603,12.4077
TMEM159,0,0.69252,3.06785,12.05645,3.18689,0.6062,0.09203,3.07806,0.87569,0.89679,0,0.12286,0.86565
GABRA3,0,0,0,2.31082,0,4.48586,0,2.66765,0,0.08153,0.15892,0.36859,0.86565
BRCA1,0.85342,3.23177,5.2267,1.10517,3.71803,9.09296,0.09203,0.2052,0,9.13097,7.62807,1.22862,7.21378
ERCC1,27.30933,0.11542,0.56812,79.77353,3.45246,51.2843,23.46814,1.74424,51.49069,24.53949,5.87997,22.72946,16.73597
CD22,0,0.46168,0,0.30141,0.26557,4.48586,0.64422,2.35985,0,3.58717,1.11243,0,4.61682
SEMA3B,0,2.19299,1.24986,39.98724,0,0,10.58367,14.15909,9.1072,18.83263,0.63567,3.19441,3.75117
MBTPS2,0,0.5771,0.34087,4.4207,0,19.88328,8.651,0.92342,0.52542,10.35387,7.78699,8.96892,8.65653
PRICKLE3,0,0.69252,0.11362,0.90423,0,7.15313,0.09203,17.95536,0,3.26106,0.15892,16.09492,4.32827
LTF,0,0,0,0,0,0,0,0,1.92652,0,0,0,0.5771
EXTL3,0,18.23642,38.4049,5.62634,11.41968,13.33634,3.95737,22.46986,0.17514,3.9948,48.31112,41.28162,20.19858
NR1H4,2.56025,81.71764,2.04523,2.91364,19.3869,2.78851,126.17579,7.07954,2.80221,9.04945,17.481,3.44013,13.27335
ELOVL5,14.36585,90.14333,309.05719,22.30444,0,0.84868,59.91279,3.69367,1.57625,82.0157,51.96624,18.30643,54.82472
ALOX5,0,0,0,4.62164,0,0.84868,0,3.89888,0.70055,16.95752,0.15892,2.94869,0.5771
KDM5D,0,6.57896,0,6.32964,0,0.6062,0,89.05861,0,0.81527,29.24094,22.48374,4.32827
CALCOCO1,0.14224,0.92336,38.8594,55.96204,10.09181,46.19224,22.54783,28.01037,20.66633,79.40685,225.34595,8.96892,60.30719
UBR7,0.85342,0.5771,0.22725,20.79738,0,10.18412,1.10438,2.66765,0.52542,20.54469,13.9848,0.24572,0
MAP4K5,0,1.03878,1.93161,14.46774,0.26557,37.94796,8.9271,24.93231,0,99.78849,0.63567,82.44037,38.95441
EHD3,4.55156,25.39249,2.61335,5.52587,0.79672,0.12124,0.09203,19.18659,0.17514,26.57765,0.15892,6.26596,4.32827
PSMC4,2.98696,0.23084,0.34087,8.33905,1.59344,29.58243,7.91475,40.73303,2.45194,26.25155,1.58918,20.14936,9.23364
MAN2B2,0.56894,24.46912,2.8406,29.13643,1.85902,27.40012,0.55219,11.59404,3.50277,28.69734,24.95015,10.07468,21.06423
SLC7A14,0,0.92336,0,1.30612,0.26557,28.12756,0.09203,2.05204,0,12.22898,7.46915,4.54589,12.69625
CLDN11,0.28447,0,0.68174,578.30787,0,0.24248,1.28845,5.74572,2.10166,4.56549,6.67456,5.03734,2.88551
SLC25A39,7.53851,24.69996,0.90899,91.82998,7.96722,187.79996,226.21451,31.70404,7.00554,55.03042,85.49797,98.78101,13.5619
MVP,2.41801,24.12286,11.3624,40.18818,37.97707,1.09116,37.54903,53.45568,1.57625,78.75464,134.12693,3.44013,48.76515
NUB1,85.34167,262.35056,93.17165,4.72211,10.88853,49.34447,5.70598,131.33066,16.46301,24.05033,24.63232,0.49145,19.62148
PGM3,2.98696,3.46261,89.87656,33.55713,0,14.91246,1.38048,0.2052,48.68848,9.45708,88.83525,168.5666,59.73009
RWDD2A,0.56894,0.46168,2.04523,7.1334,0,0.36372,0,0,0,0.16305,4.29079,6.1431,3.46261
CLK1,55.75656,24.3537,0.22725,174.11528,36.38363,9.8204,206.6117,1.43643,99.12834,65.46581,172.10837,45.70465,2.01986
POLR3B,1.99131,3.11635,0.68174,0.40188,24.4328,0.24248,0.2761,1.33383,0.17514,0.08153,0.47675,14.00626,19.33293
ANGEL1,0,0,0,92.33234,0,12.97262,92.216,6.25873,1.22597,22.58285,6.51564,14.8663,0
RNF14,0,5.6556,0.11362,13.96539,5.57705,9.2142,21.44344,33.65348,1.75138,0,10.4886,1.22862,18.46727
DNASE1L1,34.56338,0.92336,0.34087,7.33434,0,10.30536,3.68128,134.10092,0.35028,0.08153,0.95351,2.08865,2.01986
DDX11,0.71118,0.11542,0.68174,21.29973,0.53115,14.18502,53.83868,122.09648,0.17514,36.60542,31.14796,180.23849,43.85978
HEBP1,0.14224,0.11542,0.34087,2.00941,0,39.16035,19.69483,29.3442,5.25415,1.63053,65.47428,5.1602,7.79088
GPRC5A,0,0.11542,0,12.55881,0.53115,1.33363,1.65657,13.95388,0,29.75719,0.15892,0.12286,14.42756
MAMLD1,0,2.07757,0,3.416,0,6.06197,33.31556,11.59404,0.17514,34.73031,2.38377,14.8663,0.5771
CD6,0,0.5771,2.72698,1.0047,1.0623,7.03189,9.93945,0.82082,0.17514,12.96272,4.60863,3.19441,10.67639
TACC3,0,0.46168,2.49973,0.10047,0.79672,54.07281,0,45.76053,0,0.08153,17.63992,41.03589,15.58176
UFL1,17.63728,1.03878,16.02098,47.72346,0.79672,1.21239,1.28845,0.92342,24.69451,0.24458,108.70002,63.02818,15.29321
POLA2,0,8.07943,8.86267,7.03293,3.98361,0.6062,0,132.66449,1.57625,0.24458,0.15892,0,5.48247
ZC3H3,0,0,3.2951,0.50235,8.49837,20.48947,64.14626,5.64311,0.17514,49.97577,2.86053,26.66104,19.33293
CAPN1,7.96522,21.92988,62.83405,41.39382,10.35738,6.78941,1.56454,292.51853,5.77957,221.50761,70.24183,15.23488,45.87963
ACPP,0,0.5771,0,28.03125,0,0.24248,0.73626,1.23122,0,0.81527,0,0,0
MDH1,234.40513,33.12565,0.56812,30.14113,2.39017,18.79212,2.85299,90.59764,55.1686,16.95752,54.82677,91.65502,7.79088
SLC30A9,0.28447,4.61682,4.88583,121.56924,1.0623,66.07552,48.86896,63.30548,0.52542,3.50564,59.91215,7.49458,18.75583
MTMR11,0,0,2.3861,138.14686,0.26557,33.82582,1.10438,0,56.5697,69.86825,4.13187,0,22.50699
COX15,0.56894,8.42569,12.27139,11.25269,0.26557,36.00813,9.93945,10.055,0.17514,17.77279,0.31784,30.83835,17.31307
CCDC88C,0,0.11542,0.79537,7.33434,0.26557,44.00993,0.46016,116.96637,0.70055,89.02698,0.95351,9.82896,0
YAF2,10.09876,4.61682,18.74795,37.27453,0.26557,0.24248,1.01235,49.86461,0.52542,50.13882,3.4962,1.47434,16.15886
ZMYND11,67.41992,46.62984,2.95422,55.0578,0,96.02167,50.80163,0.1026,0.52542,42.55685,4.29079,50.25054,47.32239
WAS,0.56894,0.69252,0,0,0,10.06288,0.36813,164.36853,0,23.23506,0.47675,0.9829,1.44276
DPEP1,0,0,0,9.34375,10.62296,52.01174,0,3.48847,0.17514,0,0,89.32064,12.69625
BID,4.40932,15.35091,0.22725,0.50235,0,14.30626,12.33228,131.94628,26.79618,69.70519,3.33728,2.33438,4.03972
MATR3,4.83603,56.20973,2.8406,1520.72062,58.16069,23.0355,78.68731,17.64756,6.48012,7.01128,263.16848,103.81835,131.29078
NPC1L1,2.41801,0.23084,57.3801,3.31552,56.56724,79.04814,366.01102,36.73155,0.17514,26.82223,174.65106,37.71862,31.16352
XYLT2,0,8.54111,1.24986,7.53528,3.98361,38.0692,1.56454,2.66765,93.34877,48.26371,44.49709,0.36859,9.81074
RGPD5,7.39628,0.34626,7.61281,40.69053,10.09181,4.24338,5.79801,4.7197,26.09562,184.41304,21.45395,33.66418,61.4614
STMN4,0,0,0,102.07797,0,0,0,0,0,0,0.15892,0,0.86565
NUDCD3,208.23368,0.69252,139.30299,27.5289,52.31806,81.83665,121.11403,119.53142,0.17514,64.32444,3.01945,33.04987,36.646
ISL1,0,0,0,0,0,0,0,0,0,0,0,0.86003,0
CHDH,0.14224,2.07757,81.35476,11.5541,0,0.36372,190.69018,18.98139,86.16809,1.05985,241.07885,7.12599,43.57122
IL20RA,0,0,0,0,0,0,0.55219,0,0.52542,0,0,0,0.5771
CLCA1,0,0,0,0,0,0,0,0,0.17514,0,0,0,0
CLCA4,0,0,0,0.10047,0,0,0,0,0,0,0,0,0
GLT8D1,1.13789,17.77474,0.22725,0.40188,0,2.06107,0.36813,77.36197,2.10166,48.67135,2.70161,4.30017,5.77102
ATP2C1,1.5646,34.27986,25.79264,110.41702,0,1.09116,10.58367,29.13899,19.09009,120.00707,0.15892,44.96748,24.2383
IGF1,15.50374,42.01302,29.20136,63.69826,2.65574,34.18953,0,22.77766,1.05083,7.66349,0.47675,2.45724,10.96494
SLC38A5,0,0,0,0,0,6.42569,0.18406,53.55829,0,4.07633,5.40322,0.24572,0.5771
RALBP1,96.8628,4.27055,0.11362,16.87903,2.65574,130.93864,40.12593,79.0036,0,20.87079,0.15892,19.78077,27.12381
RUFY3,0.28447,54.70927,0.4545,33.35619,15.40329,58.80115,0.64422,396.76225,0.17514,28.69734,0.15892,24.20381,36.06889
CNTN1,0,0.11542,0,0.40188,0,0.6062,0,0.2052,0,1.46748,0,0,1.1542
SLC11A1,3.27143,14.65839,0.22725,0.40188,2.65574,0.24248,2.3008,1.33383,1.40111,10.4354,0.63567,1.35148,1.44276
WWTR1,85.19944,0.23084,38.97302,45.91499,0,3.15223,91.93991,63.40809,9.63261,85.84745,57.68729,50.74199,22.21844
AGPS,9.52982,133.65682,1.81798,8.94187,53.38036,1.93983,19.6028,10.56801,2.97735,150.8241,20.02369,35.75283,0.28855
CXorf56,0,17.42848,9.77166,1.0047,0,18.79212,3.86534,26.67654,0.17514,29.10498,12.71345,0.36859,2.01986
ATP1A2,0,0,0,56.16298,9.56066,30.06739,0,4.20669,0,0,0.15892,79.24596,47.89949
TTC27,13.51243,15.12007,0.11362,10.14751,7.1705,0,0.46016,12.41485,0,24.94712,2.54269,44.96748,19.91003
ZNF582,1.28013,0,0,0,0,0,0.36813,0,1.22597,0.57069,0,0,1.1542
VSIG2,0,0.34626,0.56812,0,0,0,4.04941,17.03195,0.17514,2.85343,0,0,0
PHLDB1,0.14224,15.12007,36.0188,37.87736,12.74755,1.81859,101.1431,7.28475,7.70609,35.95321,3.4962,19.78077,31.45208
MARCO,14.79256,140.12036,40.10926,0,0,0,0.09203,0,8.58178,0,0,0,2.59696
CYP24A1,0,0,0,46.61829,0,0.12124,0,0,0,0,0,0,0
PRDM11,0.56894,1.26962,25.56539,64.80344,9.56066,12.85139,20.15499,9.6446,7.18067,3.42411,0.47675,2.21152,12.69625
SYT13,0,0,2.8406,6.93246,0.79672,3.87966,1.93267,0.1026,4.37846,1.38595,0.15892,0.12286,2.30841
SNAI2,2.56025,0.23084,9.65804,18.38609,11.95083,12.12395,0,49.76201,19.44036,13.85951,0,0.12286,5.77102
CD74,393.85182,209.83428,1.13624,789.79815,40.36724,524.96697,115.40805,3008.90863,1384.1188,982.88399,1491.28803,344.62779,128.40526
HGF,9.38758,338.52802,102.48882,2.21035,4.78033,2.78851,0.18406,7.07954,10.15803,113.48495,61.50133,0,14.13901
ZRANB1,62.15718,18.35184,153.05149,16.17574,0,31.27979,10.6757,0.2052,1.75138,87.15187,0.63567,48.28475,14.13901
NCDN,2.84472,6.00186,6.24932,0,3.98361,20.36823,0.46016,72.43707,0.17514,10.35387,30.98904,0.12286,3.17406
ADGRA2,0.14224,0.92336,17.0436,170.2974,3.18689,11.27527,0.09203,26.16353,88.62003,149.43815,0.47675,0.24572,9.81074
ZFP64,1.28013,3.34719,0.34087,11.95598,0.79672,13.70006,3.12909,2.15464,2.2768,1.38595,1.90702,8.60034,4.03972
MNAT1,0,0,0.22725,36.57124,0,26.43021,0.36813,0.1026,0.52542,13.61493,0.15892,7.98603,6.63668
SAMD4A,0.14224,0,0.56812,78.06553,0,23.27798,74.72993,9.02898,0,75.5751,0.47675,70.27704,27.41236
RUNX3,0,0,0,0.20094,2.39017,3.15223,0,18.05797,0,18.50653,23.04313,0.12286,0
MRE11,102.26777,6.11728,37.72316,11.35316,13.80984,0,0.36813,9.54199,0.17514,35.6271,5.72105,12.40906,22.50699
PLEKHB1,0.42671,0,0,27.83031,1.59344,10.4266,0.2761,0,1.40111,10.59845,0,77.40303,6.34813
SERPINB1,1.84907,4.03971,19.31607,18.6875,0.79672,142.94135,89.82317,4.51449,9.98289,66.52566,1.90702,3.31727,13.85046
CYP3A43,3.41367,7.84859,3.86321,0.30141,2.39017,1.09116,0.18406,0.82082,18.91495,4.40243,20.50044,0.12286,2.30841
SLC7A9,0.14224,0,15.68011,0,2.12459,3.27347,0.18406,2.15464,0,0.16305,9.85293,0.12286,1.1542
SPAST,26.02921,62.21159,11.3624,7.63575,6.63935,0.12124,0.09203,28.01037,0.17514,16.30531,33.05498,12.65478,12.11915
NRXN3,0.14224,0,0,3.01411,0,10.79031,0.18406,0.2052,0,1.30442,12.07778,2.5801,0.28855
OSBPL5,0.14224,11.42662,0,15.57292,0.53115,4.72834,0.64422,7.07954,8.2315,45.41028,1.11243,0,5.77102
AQR,34.13667,14.31213,0,0.80376,0,21.45939,75.37416,4.30929,4.90388,313.63261,37.18685,28.87256,15.29321
CPS1,506.92953,2342.11067,2723.79377,0,1587.86646,136.6369,3066.59624,9.33679,320.32814,252.56923,1658.1521,2706.40317,133.31063
C8B,471.79721,432.13396,600.72992,0,4.24918,17.57973,162.8045,11.18363,69.52995,178.38007,19.54693,177.04408,21.06423
FHL1,0,18.46726,27.0425,52.64651,0,22.30807,5.61395,303.49696,1.75138,46.3886,28.92311,71.13707,7.79088
RTFDC1,50.49382,4.03971,0,2.41129,0,142.09268,10.39961,2.25725,14.01107,52.58462,0.31784,87.47771,7.79088
GABRA1,0,0,0,6.1287,0,0,0,0.1026,0,0,0,0.73717,0.28855
NLRP2,0.99565,0.11542,0.22725,1.0047,0.26557,1.21239,1.10438,0.82082,0.35028,7.17434,0,0.12286,1.73131
SLC45A4,0,0.46168,12.95313,6.93246,11.68525,1.69735,0,13.85128,11.55913,31.38772,0.31784,13.63768,15.87031
RNF10,0.85342,67.52093,12.95313,127.99934,15.13771,2.54603,188.02125,17.64756,25.04479,147.64457,114.57999,152.59455,79.92867
ZNF839,0,5.19392,0.11362,1.60753,0,30.18863,16.65778,46.47874,0.17514,41.08938,29.08202,0.61431,1.1542
ZDHHC6,0.14224,7.61775,10.22616,0.60282,0,24.61162,47.21238,15.39031,517.53398,79.2438,12.71345,3.31727,16.44742
GRAMD1B,0,7.50233,9.99891,0,2.12459,0,0.46016,6.25873,0.70055,20.30011,0.31784,0.12286,110.51509
RNH1,9.81429,35.6649,0.11362,398.66672,1.85902,4.6071,24.94066,14.6721,1.57625,39.94801,42.27223,0.24572,6.63668
NDUFS1,72.39818,135.2727,126.34985,45.51311,35.85248,6.42569,19.51077,0.2052,87.5692,15.57157,7.46915,21.86943,5.19392
RB1CC1,2.27578,0.34626,53.74414,37.77689,36.11805,150.21572,25.95301,29.3442,29.07297,3.42411,107.74651,2.33438,32.02918
ERP44,53.19631,17.65932,3.52234,42.80041,0,43.04002,29.26616,24.31669,1.40111,67.66703,80.41259,32.06697,21.06423
ALAS1,523.57116,128.69374,92.71716,0.20094,0,0.24248,35.24823,0.51301,94.04932,32.44756,428.60228,4.05444,20.19858
BIRC3,101.84106,0.34626,93.3989,10.04704,4.51476,1.21239,3.31315,2.05204,8.75692,49.1605,24.31448,2.5801,10.09929
AKAP11,0.14224,0,0.11362,83.69188,0.26557,0,0.09203,0.1026,4.02818,52.50309,47.83437,12.04047,38.66585
GLRX2,11.94783,0,0.11362,1.40659,0,14.4275,20.33906,5.43791,0.17514,3.91327,0.15892,0,1.73131
SNAPC1,0,0,0,24.61526,0,6.06197,14.35698,0.1026,0.17514,1.14137,0.79459,0.12286,5.19392
DERA,14.50808,28.8551,8.40817,0.10047,0,29.94615,3.40518,102.80729,28.7227,0.08153,10.32968,3.93158,3.46261
